Opening,YYYYMM,Count
"English Opening: Symmetrical Variation, Four Knights Variation",201301,10.0
Three Knights Opening: Winawer Defense,201301,23.0
"Sicilian Defense: Dragon, Classical Attack",201301,3.0
"King's Pawn Game: Busch-Gass Gambit, Chiodini Gambit",201301,1.0
Russian Game: Karklins-Martinovsky Variation,201301,4.0
Nimzo-Indian Defense: Romanishin Variation,201301,1.0
Queen's Pawn Game: Zurich Gambit,201301,4.0
French Defense: Banzai-Leong Gambit,201301,2.0
"Ruy Lopez: Closed Variations, Pilnik Variation",201301,3.0
"Ruy Lopez: Schliemann Defense, Tartakower Variation",201301,2.0
"Ruy Lopez: Marshall Attack, Modern Main Line",201301,6.0
"Vienna Game: Vienna Gambit, Breyer Variation",201301,2.0
"King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense",201301,4.0
"Caro-Kann Defense: Karpov Variation, Smyslov Variation, Main Line",201301,1.0
Petrov's Defense #3,201301,1.0
Reti Opening: Reversed Blumenfeld Gambit,201301,2.0
"Sicilian Defense: Dragon, Classical, Amsterdam Variation",201301,2.0
King's Pawn Game: Bavarian Gambit,201301,2.0
"Sicilian Defense: Wing Gambit, Deferred Variation",201301,5.0
"Sicilian Defense: Sozin Attack, Flank Variation",201301,2.0
"Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation, Early Deviations",201301,1.0
Dutch Defense: Krause Variation,201301,1.0
Sicilian Defense: Kan Variation,201301,9.0
Italian Game: Scotch Gambit Declined #2,201301,3.0
"Sicilian Defense: Smith-Morra Gambit Declined, Scandinavian Formation",201301,4.0
"Italian Game: Classical Variation, Greco Gambit",201301,4.0
"King's Gambit Accepted, Kieseritzky Gambit, Anderssen Defense",201301,1.0
"King's Gambit Accepted, Fischer Defense, Spanish Variation",201301,3.0
Rat Defense: Spike Attack,201301,1.0
Dutch Defense: Krejcik Gambit,201301,2.0
"Caro-Kann Defense: Classical, Spassky Variation",201301,8.0
"King's Indian Defense: Orthodox Variation, Classical System",201301,2.0
"Vienna Game: Vienna Gambit, Quelle Gambit",201301,1.0
"French Defense: Winawer Variation, Advance Variation #2",201301,5.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack #2",201301,2.0
Vulture Defense,201301,3.0
"Nimzo-Indian Defense: Classical Variation, Zurich Variation",201301,3.0
Sicilian Defense: Venice Attack,201301,1.0
Queen's Gambit Declined: Westphalian Variation,201301,1.0
Mikenas Defense: Lithuanian Variation,201301,11.0
"Catalan Opening: Open Defense, Classical Line",201301,3.0
"Alekhine Defense: Krejcik Variation, Krejcik Gambit",201301,3.0
"Russian Game: Classical Attack, Mason Variation",201301,1.0
"Russian Game: Classical Attack, Marshall Variation",201301,4.0
"Sicilian Defense: O'Kelly Variation, Venice System, Steiner Line",201301,5.0
"Sicilian Defense: Closed Variation, Korchnoi Defense",201301,1.0
Polish Opening: Grigorian Variation,201301,5.0
"Modern Defense: Averbakh System, Randspringer Variation",201301,13.0
"Ruy Lopez: Schliemann Defense, Dyckhoff Variation",201301,6.0
"King's Gambit, Falkbeer Countergambit, Pickler Gambit",201301,1.0
"Sicilian Defense: Kan Variation, Maroczy Bind, Reti Variation",201301,3.0
Caro-Kann Defense: Toikkanen Gambit,201301,2.0
"Sicilian Defense: Dragon Variation, Classical Variation",201301,3.0
"Semi-Slav Defense: Marshall Gambit, Main Line",201301,2.0
English Defense: Perrin Variation,201301,1.0
Pirc Defense: Classical Variation #2,201301,6.0
"Sicilian Defense: Nimzowitsch Variation, Closed Variation",201301,18.0
"Vienna Game: Vienna Gambit, Steinitz Gambit",201301,1.0
Polish Opening: Wolferts Gambit,201301,1.0
Vienna Game: Fyfe Gambit,201301,4.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Panov Variation",201301,2.0
"Nimzo-Indian Defense: Saemisch Variation, Accelerated",201301,22.0
"Ruy Lopez: Steinitz Defense, Nimzowitsch Attack",201301,3.0
"Pterodactyl Defense: Eastern, Pterodactyl",201301,1.0
"Gruenfeld Defense: Exchange Variation, Classical Variation",201301,3.0
Blackmar-Diemer Gambit: Tartakower Variation,201301,2.0
"English Opening: King's English Variation, Smyslov Defense",201301,2.0
"King's Gambit Accepted, Dodo Variation",201301,2.0
Ponziani Opening: Romanishin Variation,201301,1.0
"Sicilian Defense: Wing Gambit, Abrahams Variation",201301,1.0
King's Indian Attack: Wahls Defense,201301,6.0
Caro-Kann Defense: von Hennig Gambit,201301,6.0
Catalan Opening,201301,14.0
Budapest Defense: Fajarowicz-Steiner Variation,201301,1.0
"Sicilian Defense: Alapin Variation, Smith-Morra Declined",201301,4.0
Hungarian Opening: Dutch Defense,201301,6.0
"Ruy Lopez: Morphy Defense, Alapin's Defense Deferred",201301,4.0
"French Defense: MacCutcheon Variation, Exchange Variation",201301,2.0
"English Opening: Anglo-Indian Defense, Old Indian Formation",201301,4.0
"King's Indian Defense: Petrosian Variation, Normal Defense",201301,2.0
Horwitz Defense: Zilbermints Gambit,201301,1.0
"English Opening: Anglo-Indian Defense, Flohr-Mikenas-Carls Variation, Nei Gambit",201301,1.0
Van Geet Opening: Battambang Variation,201301,2.0
"King's Gambit, Falkbeer Countergambit, Anderssen Attack",201301,2.0
"French Defense: Classical Variation, Svenonius Variation",201301,4.0
"Queen's Pawn Game: Veresov Attack, Richter Variation",201301,2.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Czerniak Variation",201301,1.0
"King's Indian Defense: Fianchetto Variation, Yugoslav System, without Nc3",201301,2.0
"Polish Opening: King's Indian Variation, Schiffler Attack",201301,1.0
Tarrasch Defense: Classical Variation,201301,1.0
Polish Opening: Bugayev Attack,201301,7.0
"English Opening: King's English Variation, Two Knights Variation, Fianchetto Line",201301,4.0
Sicilian Defense: Kronberger Variation,201301,3.0
"French Defense: Advance Variation, Nimzowitsch Gambit",201301,6.0
"Sicilian Defense: Dragon Variation, Levenfish Variation",201301,1.0
"Italian Game: Two Knights Defense, Maroczy Variation",201301,1.0
"Philidor Defense: Nimzowitsch, Locock Variation",201301,1.0
"Caro-Kann Defense: Panov Attack, Modern Defense",201301,3.0
"Nimzo-Indian Defense: 4.e3 e8g8, 5.Nf3, without ...d5",201301,3.0
"Italian Game: Scotch Gambit, Anderssen Attack, Main Line",201301,1.0
Scandinavian Defense: Lasker Variation,201301,2.0
Scotch Gambit,201301,5.0
"Sicilian Defense: O'Kelly Variation, Wing Gambit",201301,1.0
"King's Pawn Game: Macleod Attack, Lasa Gambit",201301,4.0
"French Defense: Horwitz Attack, Papa-Ticulat Gambit",201301,4.0
"Blackmar-Diemer Gambit Declined, Langeheinecke Defense",201301,2.0
"King's Gambit: Panteldakis Countergambit, Schiller's Defense",201301,1.0
"Queen's Pawn Game: Veresov Attack, Boyce Defense",201301,3.0
"Queen's Gambit Refused: Albin Countergambit, Modern Line",201301,2.0
Scandinavian Defense: Portuguese Variation,201301,1.0
Scandinavian Defense: Richter Variation,201301,1.0
Gruenfeld Defense: Opocensky Variation,201301,3.0
"Ruy Lopez: Closed Variations, Breyer Defense",201301,1.0
Modern Defense: Neo-Modern Defense,201301,4.0
Dutch Defense: Janzen-Korchnoi Gambit,201301,2.0
Owen Defense: Wind Gambit,201301,1.0
King's Indian Attack: Sicilian Variation #2,201301,4.0
"Queen's Pawn Game: Veresov Attack, Two Knights System",201301,1.0
Caro-Kann Defense: De Bruycker Defense,201301,3.0
"Reti Opening: Anglo-Slav Variation, Bogoljubov Variation, Stonewall Line",201301,2.0
Nimzo-Indian Defense: Huebner Variation,201301,6.0
"French Defense: Winawer Variation, Advance Variation, Moscow Variation",201301,3.0
Sicilian Defense: Brussels Gambit,201301,4.0
Scotch Game: Alekhine Gambit,201301,5.0
"Italian Game: Evans Gambit, Tartakower Attack",201301,1.0
Modern Defense: Gurgenidze Defense,201301,1.0
"Nimzowitsch Defense: Kennedy Variation, Hammer Gambit",201301,3.0
"Ruy Lopez: Marshall Attack, Main Line",201301,1.0
"King's Gambit, Falkbeer Countergambit, Hinrichsen Gambit",201301,2.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Soltis Variation",201301,1.0
"Ruy Lopez: Steinitz Defense, Center Gambit",201301,3.0
English Opening: Mikenas-Carls Variation #3,201301,3.0
"Ruy Lopez: Closed Variations, Smyslov Defense",201301,2.0
"English Opening: Anglo-Indian Defense, Anglo-Gruenfeld Variation",201301,1.0
"Nimzo-Indian Defense: Classical Variation, Noa Variation",201301,3.0
Queen's Gambit Declined: Pseudo-Tarrasch Variation,201301,4.0
"Nimzo-Indian Defense: Leningrad Variation, Benoni Defense",201301,1.0
Sicilian Defense: Coles Sicilian Gambit,201301,1.0
King's Indian Defense: Larsen Variation,201301,4.0
"Sicilian Defense: Classical Variation, Fianchetto Variation",201301,1.0
Gruenfeld Defense: Smyslov Defense,201301,3.0
"Sicilian Defense: Hyperaccelerated Pterodactyl, Exchange Variation",201301,1.0
"Nimzo-Indian Defense: Classical Variation, Keres Defense",201301,1.0
Russian Game: Cochrane Gambit,201301,6.0
Grob Opening: Keene Defense,201301,1.0
"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Retreat Line",201301,2.0
"Grob Opening: Spike, Hurst Attack",201301,3.0
"King's Gambit Accepted, Bonsch-Osmolovsky Variation",201301,4.0
Polish Opening: Queenside Defense,201301,2.0
"Sicilian Defense: Richter-Rauzer Variation, Dragon Variation",201301,1.0
Ruy Lopez: Rotary-Albany Gambit,201301,7.0
"Caro-Kann Defense: Classical Variation, Lobron System",201301,1.0
French Defense: Franco-Hiva Gambit I Accepted,201301,1.0
"Ruy Lopez: Morphy Defense, Arkhangelsk Variation",201301,3.0
"King's Indian Defense: Fianchetto Variation, Yugoslav Variation",201301,1.0
"Sicilian Defense: Delayed Alapin, Basman-Palatnik Gambit",201301,1.0
Sicilian Defense: Flohr Variation,201301,1.0
"Queen's Gambit Accepted: Central Variation, Rubinstein Defense, Yefimov Gambit",201301,1.0
Sicilian Defense: Kveinis Variation,201301,1.0
"King's Indian, Fianchetto, Classical Variation, 8.e4",201301,1.0
"King's Gambit Accepted, Bishop's Gambit, Bledow Countergambit",201301,3.0
"Sicilian Defense: Najdorf Variation, Adams Attack",201301,9.0
Modern Defense: Fianchetto Gambit,201301,2.0
Vienna Game: Giraffe Attack,201301,1.0
Zukertort Opening: Lisitsyn Gambit Deferred,201301,2.0
Polish Opening: Symmetrical Variation,201301,3.0
Ruy Lopez: Pollock Defense,201301,2.0
"Queen's Gambit Refused: Austrian Defense, Gusev Countergambit",201301,1.0
"Italian Game: Classical Variation, Greco Gambit, Main Line",201301,4.0
"Sicilian Defense: Wing Gambit, Carlsbad Variation",201301,5.0
"Caro-Kann Defense: Panov Attack, Fianchetto Defense, Fianchetto Gambit",201301,1.0
Nimzo-Indian Defense: Normal Line,201301,3.0
"Catalan Opening: Closed Variation, Traditional Variation",201301,2.0
"English Opening: King's English Variation, Troger Defense",201301,1.0
"Queen's Pawn Game: Barry Attack, Gruenfeld Variation",201301,2.0
"Blackmar-Diemer, Lemberger Countergambit",201301,3.0
"Philidor Defense: Philidor Countergambit, del Rio Attack",201301,1.0
"Russian Game: Classical Attack, Staunton Variation",201301,3.0
Dutch Defense: Leningrad Variation,201301,2.0
"Queen's Gambit Accepted: Central Variation, McDonnell Defense, Somov Gambit",201301,2.0
"Italian Game: Scotch Gambit, Walbrodt-Baird Gambit",201301,3.0
Italian Game: Scotch Gambit,201301,3.0
"Reti Opening: Anglo-Slav Variation, Bogoljubov Variation, III",201301,1.0
"Nimzo-Indian Defense: Normal Variation, Bishop Attack, Classical Defense",201301,1.0
"Ruy Lopez: Marshall Attack, Original Marshall Attack",201301,1.0
"King's Gambit Declined: Falkbeer, Rubinstein Variation",201301,5.0
"French Defense: Classical Variation, Tarrasch Variation",201301,1.0
"Reti Opening: Anglo-Slav Variation, New York System",201301,2.0
Bishop's Opening: Anderssen Gambit,201301,2.0
"English Opening: Agincourt Defense, Wimpy System",201301,2.0
"English Opening: King's English Variation, Four Knights Variation, Quiet Line #3",201301,2.0
Zukertort Opening: Ware Defense,201301,8.0
"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line",201301,1.0
Nimzo-Indian Defense: Spielmann Variation,201301,1.0
"Reti Opening: Advance Variation, Michel Gambit",201301,1.0
"French Defense: Winawer Variation, Positional Variation",201301,2.0
"Sicilian Defense: Classical Variation, Anti-Sozin Variation",201301,1.0
"Queen's Gambit Accepted: Alekhine Defense, Haberditz Variation",201301,5.0
"Queen's Gambit Declined: Semi-Tarrasch Defense, Symmetrical Variation",201301,1.0
"Ruy Lopez: Schliemann Defense, Schoenemann Attack",201301,2.0
"Van Geet Opening: Gruenfeld Defense, Steiner Gambit",201301,4.0
"Gruenfeld Defense: Brinckmann Attack, Gruenfeld Gambit",201301,1.0
"French Defense: Winawer Variation, Alekhine Gambit Accepted",201301,2.0
"King's Indian Defense: Fianchetto Variation, Simagin Variation",201301,1.0
Queen's Indian Defense: Capablanca Variation,201301,1.0
Center Game: von der Lasa Gambit,201301,3.0
"Ruy Lopez: Closed Variations, Zaitsev System",201301,1.0
"Vienna Game: Stanley Variation, Meitner-Mieses Gambit",201301,1.0
"Ruy Lopez: Berlin Defense, Rio de Janeiro Variation",201301,1.0
"English Opening: Agincourt Defense, Bogoljubov Defense",201301,1.0
"Neo-Gruenfeld Defense: Exchange Variation, with 6.e4",201301,1.0
Philidor Defense: Alapin-Blackburne Gambit,201301,1.0
"King's Gambit Accepted, Kieseritzky Gambit, Rosenthal Defense",201301,2.0
"Ruy Lopez: Open Variations, Main Line",201301,4.0
"Four Knights Game: Rubinstein Countergambit, Henneberger Variation",201301,2.0
"English Opening: Anglo-Indian Defense, Nimzo-English",201301,1.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Early Deviations",201301,3.0
"Benko Gambit Accepted, Dlugy Variation",201301,1.0
"King's Gambit Accepted, Greco Gambit",201301,1.0
Indian Game: Gibbins-Wiedenhagen Gambit Accepted,201301,2.0
"Indian Game: King's Indian Variation, Fianchetto Variation",201301,2.0
"Old Indian Defense: Janowski Variation, Main Line",201301,2.0
Zukertort Opening: Basman Defense,201301,3.0
Gruenfeld Defense: Lutikov Variation,201301,1.0
"Ruy Lopez: Morphy Defense, Breyer Defense, Quiet Variation",201301,1.0
English Orangutan,201301,2.0
"Sicilian Defense: Richter-Rauzer, 6...e6",201301,1.0
Benoni Defense: Classical Variation,201301,3.0
"Queen's Pawn Game: Torre Attack, Breyer Variation",201301,1.0
Nimzowitsch Defense: El Columpio Defense,201301,5.0
Queen's Gambit Declined: Been-Koomen Variation,201301,3.0
"Queen's Gambit Accepted: Classical Defense, Main Line",201301,1.0
"English Opening: Agincourt Defense, Catalan Defense Accepted",201301,1.0
King's Indian Defense: Semi-Averbakh System,201301,1.0
"English Opening: King's English Variation, Four Knights Variation, Korchnoi Line",201301,2.0
Zukertort Opening: Herrstrom Gambit,201301,1.0
"King's Gambit Accepted: Allgaier, Schlechter Defense",201301,1.0
"Queen's Gambit Accepted: Classical Defense, Normal Line",201301,1.0
"Russian Game: Classical Attack, Chigorin Variation, Main Line",201301,1.0
"Italian Game: Evans Gambit, Compromised Defense",201301,1.0
Polish Opening: German Defense,201301,1.0
"King's Indian Defense: Orthodox Variation, Gligoric-Taimanov System",201301,3.0
"Queen's Pawn Game: Torre Attack, Gruenfeld Variation",201301,2.0
"Neo-Gruenfeld Defense: Classical Variation, Modern Defense",201301,1.0
"Sicilian Defense: Alapin Variation, Barmen Defense, Modern Line",201301,2.0
"Queen's Gambit Declined: Semi-Slav, Abrahams Variation",201301,1.0
"Alekhine Defense: Four Pawns Attack, 6...Nc6",201301,5.0
"King's Indian Defense: Saemisch Variation, Yates Defense",201301,2.0
"Sicilian Defense: Closed Variation, Chameleon Variation",201301,1.0
Pirc Defense: Austrian Attack #2,201301,1.0
"Caro-Kann Defense: Advance Variation, Van der Wiel Attack, Dreyev Defense",201301,1.0
"Sicilian Defense: Najdorf Variation, Scheveningen Variation",201301,1.0
"King's Gambit Accepted: Cunningham, Bertin Gambit",201301,3.0
Latvian Gambit: Fraser Defense,201301,4.0
Bronstein Gambit,201301,1.0
Zukertort Opening: The Walrus,201301,1.0
"Queen's Gambit Declined: Pseudo-Tarrasch Variation, Primitive Pillsbury Variation",201301,2.0
Nimzo-Indian Defense: Fischer Variation,201301,2.0
"Italian Game: Scotch Gambit, Canal Variation",201301,3.0
"Sicilian Defense: Scheveningen Variation, Keres Attack",201301,1.0
Scandinavian Defense: 2.b3,201301,2.0
Nimzo-Larsen Attack: Graz Attack,201301,3.0
Alekhine Defense: Saemisch Attack,201301,4.0
"Indian Game: Paleface Attack, Blackmar-Diemer Gambit Deferred",201301,3.0
"Tarrasch Defense: Classical Variation, Spassky Variation",201301,1.0
"Queen's Indian Defense: Classical Variation, Traditional Variation",201301,2.0
"Ruy Lopez: Closed Variations, Closed Defense #2",201301,1.0
"King's Gambit: Panteldakis Countergambit, Symmetrical Variation",201301,1.0
Richter-Veresov Attack #2,201301,1.0
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",201301,4.0
"Gruenfeld Defense: Three Knights Variation, Vienna Variation",201301,1.0
Queen's Gambit Accepted: Mannheim Variation,201301,1.0
"French Defense: Advance Variation, Ruisdonk Gambit",201301,1.0
"King's Gambit Accepted, Mason-Keres Gambit",201301,3.0
"King's Gambit Accepted, Cunningham Defense, Bertin Gambit",201301,4.0
"Four Knights: Scotch Variation, Belgrade Gambit, Modern Defense",201301,2.0
"Blackmar-Diemer Gambit Declined, Elbert Countergambit",201301,1.0
"King's Gambit Accepted, Kieseritzky Gambit, Brentano Defense",201301,1.0
"French Defense: Tarrasch Variation, Open System, Main Line",201301,1.0
"Sicilian Defense: Sozin Attack, Leonhardt Variation",201301,3.0
Semi-Slav Defense: Semi-Meran Variation,201301,1.0
"Scotch Game: Classical Variation, Blackburne Attack",201301,2.0
Van Geet Opening: Billockus-Johansen Gambit,201301,1.0
"Nimzo-Indian Defense: Normal Variation, Schlechter Defense",201301,1.0
Colle System: Rhamphorhynchus Variation,201301,1.0
Russian Game: Kaufmann Attack,201301,1.0
"King's Gambit Accepted, Muzio Gambit, Wild Muzio Gambit",201301,1.0
"Russian Game: Classical Attack, Mason-Showalter Variation",201301,1.0
"Latvian Gambit Accepted, Bilguer Variation",201301,3.0
"Sicilian Defense: Smith-Morra Gambit Accepted, Morphy Defense",201301,1.0
"King's Indian Defense: Saemisch Variation, Panno Formation",201301,1.0
Semi-Slav Defense: Chigorin Defense,201301,4.0
"Ruy Lopez: Marshall Attack, Modern Variation",201301,1.0
Sicilian Defense: Amazon Attack,201301,1.0
"Vienna Game: Vienna Gambit, Cunningham Defense",201301,1.0
"Russian Game: Modern Attack, Center Attack",201301,2.0
"Pterodactyl Defense: Eastern, Rhamphorhynchus",201301,1.0
